Remittance inflows (US$ million),2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023e,% of GDP in 2023
Slovak Republic,17.79579015225293,22.498262783962698,24.38875928483446,425.3240107863747,702.8,1210.9042945183626,1343.434296874586,1661.512193076532,2050.3649715228344,1672.2889948545899,1590.8903463203405,1753.8912357954434,1927.1934037686,2071.6875089307537,2395.6432583978253,2138.338117251234,2119.8345160611707,2164.333033862628,2210.5991861913926,2544.685949430868,2463.6332693261697,2428.8482118085135,2316.1991374668355,2196.60665004942,1.651583947405579
Slovenia,202.29999999999998,198.2,212.7,230.70000000000002,260.9,261.1,279.395375554442,320.2074304812913,380.2,173.45786407486392,164.4665183245306,210.35006295402337,249.08670024032716,314.08254146890147,373.32849007896425,399.5064545620236,451.9757767112005,501.9994756192605,644.8424274236361,662.862979137276,738.0610006117823,826.5225489065652,778.9880600910067,780.0,1.140450916747083
Solomon Islands,4.323108472195456,4.528052886100858,3.2248275194611544,3.881133402503812,8.696489929614872,7.162382821345771,10.7,12.632927017726,9.14155976764478,12.51445730538308,14.278624923977844,16.92891104713517,20.723053994900937,20.640175108853935,16.335086979238188,18.5878908269827,20.282719826863314,16.328761332748165,19.89901772231079,25.474128755891197,27.50884420746028,51.031663595796104,81.1448995911654,85.0,5.029585798816568
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.0,1577.0,1735.0,1735.0,1735.0,1735.0,15.067303517151542
South Africa,324.66374714918993,281.6124383187975,268.2,390.800401778672,468.1177721726315,613.577432378763,691.9302009957303,792.3511905652251,783.6935277672629,862.0516310836649,1069.571380611671,1158.4218064069619,1084.5343063062958,970.6553372038866,913.4031037499893,825.2534798704894,755.4340489497753,873.8611606078384,929.0433811268464,890.0592937282083,810.8816039526363,926.6508436532927,872.8555762311917,844.1080322265625,0.22155066462639436
South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1138.72,1083.0,633.83,1267.1599999999999,80.44,86.51,1236.0,1186.56,1138.504150390625,18.166653109791365
Spain (adjsuting for BOP ratio estimates),2234.8119272556587,2413.340438664871,2646.538244678023,3197.3252266517206,3457.790872141435,3876.455310474188,4133.736241777459,5189.4192123487255,6038.964576779903,5287.123336981906,5668.504349390925,5876.745834331792,6170.035297638942,7524.970859901125,7468.630925489397,6715.964280341406,6475.087771625216,7383.526382538488,8253.590623178863,8038.901856315759,7845.018410080931,9492.415020811923,9586.244276559464,9377.307531983424,0.5935004767078117
Sri Lanka,1154.2855588841999,1169.8100000000002,1296.07,1423.47,1573.7800000000002,1975.536,2166.77,2507.3,2924.5,3336.7,4123.13,5153.01,5999.6,6422.186627143557,7036.326550644946,6999.731474788701,7261.851525121387,7190.296015033466,7043.0395523926,6748.7020443482,7140.414362132162,5521.864470595503,3819.373806849779,5400.0,7.257715447037364
St. Kitts and Nevis,24.274074074074075,24.759259259259263,25.386555555555553,26.810403703703702,28.447337037037034,30.266233333333332,32.83455666666666,36.129648518518515,40.09924222222222,38.80315074074073,47.03306222222221,44.674842962962956,51.049481111111106,51.57013592592592,21.8,24.305014169703703,22.553665246148146,24.78835383003407,25.93946673644444,42.23723493447555,31.563608777226037,37.061985580672854,37.367020966632296,37.53141784667969,3.5108903504845355
St. Lucia,23.829629629629633,24.13333333333333,24.56171111111111,25.11432592592592,26.316296296296297,27.063248148148148,27.836714814814812,28.605818518518515,28.904014814814815,27.99007,28.99365444444444,29.4444337037037,29.78945888888889,30.146932592592588,35.3,40.50066734860071,38.39053855864226,41.86301178086449,42.919945976115486,43.217252598337694,56.38518519161416,63.27731005514703,62.13609537143436,62.891136169433594,2.547231112573252
St. Vincent and the Grenadines,19.29259259259259,19.453333333333337,20.429333333333332,20.69991851851852,21.448485185185184,22.417496296296296,25.557081481481482,28.865574074074072,26.776559259259255,29.057174444444446,29.055700740740736,29.236378518518517,31.10908111111111,31.587707407407404,43.6,41.78992486791962,44.897122337523335,45.689508231783336,46.33928541770711,79.33818953041506,63.00620252696246,70.05778265579664,90.47293056605612,71.39934824306243,6.871929571035845
Sudan,640.8000000000001,739.6,977.69,1223.6,1402.95,703.7883856576125,800.8287620263694,999.7107500721038,1590.6260894134466,1394.3956431403258,1455.5,824.2209092592693,595.8432438280362,619.5088034041538,506.5568218636543,151.3920104529439,153.41146626078634,212.9360099078092,425.2143506070348,522.3172877555464,495.3550925269476,1119.0195560838908,1499.430935497124,1000.0,3.910985959560405
Suriname,0.0,0.0,0.0,0.0,0.0,3.9,2.1,2.8,2.2,4.6000000000000005,4.3,3.89378452780305,8.05749075,6.9936932785482,8.83380860389336,6.70555950380625,1.4935435663108299,97.9,98.6787565334151,96.17738431311861,124.0286490784125,147.6161115187667,148.17021646700417,154.88377380371094,4.3764841425179695
Sweden,437.8040328525449,578.1847686441224,512.1163098507602,1357.412369776686,1595.817024611629,1811.5060544048483,2245.0901141716668,3205.4551167330715,4095.4911689448045,3967.9542381822653,4060.9779513198623,4384.7,4293.492857777075,4596.010179773401,4561.047961776253,3514.6856031632014,2965.2195217553876,3046.8068865686523,3091.7316213396334,3204.7949406737184,3113.2688596708977,3116.526011186901,3289.4360263086005,3453.011962890625,0.5783939636332706
Switzerland,994.9331495195903,1176.0380862268291,1225.4206929830916,1533.2934659035739,1695.3458133511467,1721.4773651969347,1795.1799124481763,1795.617229755242,2214.728945766829,2341.6191088295045,2494.622576595399,2615.246749251328,2420.42010633255,2437.06315198786,2406.168040984355,2516.975788927969,2524.0939627398625,2591.80929796896,2550.734394854704,2549.30996318163,2824.679133810234,2736.683989186458,2620.017550899783,2521.43310546875,0.2783038747758002
Tajikistan,0.0,0.0,78.56280000000001,146.0244,252.00209999999998,564.3765447599995,975.868229125,1513.697962075,2277.502898175,1565.73689246,2020.5,2722.464917,3222.3506045850017,3697.7308680650003,3384.0551952799997,2258.64322012,1867.3986382685011,2237.179088453,2183.340530606001,2321.884645342,2186.807504315999,2921.713106976999,5345.546873545998,5700.0,48.239675016926206
Tanzania,8.0000148258,15.253,12.0,8.9,13.79841836,19.3663,15.380675,25.461384404054797,36.8197477760867,39.8270935072951,344.3,409.56336621142,390.1388881052253,381.93078418391804,389.48443195931105,387.7684129679805,402.531458346674,402.6347217690493,412.9100780316134,433.4998134069528,326.1607277626524,326.1607277626524,326.1607277626524,331.5947265625,0.3946006051937929
Thailand,1696.78543337549,1252.447488209153,1379.995429497998,1607.3503894042483,1621.875956817696,1187.0,1333.359999999998,1634.85,1898.4100000000028,3808.0,4433.16,5255.62,5656.788795,6584.8604550482705,6524.11489168417,5894.66523342878,6270.0259721066195,6720.1170537065855,7466.0819117932115,8162.162551483307,8256.962268442076,9064.84360260467,8912.47388129781,9800.0,1.9140625000000002
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,3.64232226019737,10.4448778846957,17.6554815100734,113.34785382016959,137.1359476238588,136.896001842,119.85980778,33.64974671,43.67989514,61.6,80.1746,87.04451413,96.32093212956059,100.3846356445606,155.4604684612769,175.486954181369,185.99098418190528,200.0,9.886307464162135
Togo,34.319524404502005,68.56247700135522,103.69991122026852,149.02118219489893,179.33847780527464,192.57704892482474,232.3750103172264,284.8253157633156,338.4237353770429,335.8541543655397,336.9258957269059,244.4,344.74060303096513,397.4720163753853,427.8613545916355,363.7418027994965,367.1668764011364,403.6101429565241,450.8145046456916,507.9628020379594,650.3856102277927,556.636470908806,556.636470908806,559.763671875,6.1438225428054
Tonga,0.0,52.809898195887634,62.20221520092681,58.583707133972446,65.44653840779043,68.96160402290316,78.00332775477838,81.80119710122071,103.48245981385017,81.92155268750932,74.02995413725579,84.30000000000001,91.24870019595578,122.67991024789282,119.29108031858601,129.27811878749333,126.23353532647585,158.60260146375668,183.43513174274287,190.36633035379418,190.55124277393875,216.87849996035538,217.3330170916093,222.0,40.58500914076782
Trinidad and Tobago,38.1000020159381,40.9000021872067,79.1,86.8,86.9,92.4,91.2,109.4,94.5,109.3,90.9,161.8,138.785056693274,145.129593701646,144.83021018799298,155.2027977812408,145.16274321044202,135.09260660289232,138.70832256401448,144.01390974758385,194.4376359168043,233.99362247201734,204.36546653155082,177.1856689453125,0.635370132840795
Tunisia,795.9533565982923,927.1484052581735,1070.313232673734,1250.2538563528797,1431.351033079966,1392.672712791926,1510.039255461017,1715.7573668567904,1976.9642289509404,1964.4887152617061,2063.2946765404495,2004.4987983472881,2265.714118029948,2290.5123641381056,2346.6211141708513,1971.3757726374818,1821.2473425303792,1890.3251805697635,1696.2,1782.0817193552436,2270.301022570028,2969.58274685688,2814.5379559221547,2700.0,5.2661348520606195
"Türkiye, Rep. of",4560.0,2786.0,1936.0,729.0,804.0,1368.0,1833.0,2096.0,2439.0,1834.0,1819.0,1883.0,1881.0,1901.0,1739.0,1385.0,1186.0,1048.0,1128.0,848.0,810.0,724.0,694.0,1000.0,0.08695652173913043
Tuvalu,0.0,4.3,6.542336226017861,5.0775215438386265,4.861511186778476,4.932020084410539,3.6634701957354388,5.604763152171865,5.963465677537546,4.82711285881365,3.919900613760324,4.582719141455037,3.835897958373137,3.6716929035940082,3.243646769272685,2.6342449871811215,2.5468546446929143,2.7422013845472253,2.6700249544765686,2.4050720102756147,2.200934772895113,2.5006520664861043,2.3603622553161885,3.0,4.761904761904762
Uganda,238.1,348.6,441.8300599913406,298.7851841740325,310.532464928579,321.8084929561601,411.0,451.57187589144405,723.5210026999151,781.097319368914,770.7891320222961,816.2318107947771,913.2641907206564,940.6643792763763,887.6113094405423,902.1575404585807,1146.0504273029944,1165.7394107788855,1338.0539247898478,1424.508662670919,1061.902500318169,1082.7503146980657,1269.5473478432255,1294.9382948000903,2.471727991601623
Ukraine,419.0,829.0,1192.0,1523.0,1873.0,2408.0,3102.0,5290.0,6782.0,5941.0,6535.0,7822.0,8449.0,9667.0,7354.0,8474.0,9472.0,12132.0,14694.0,15788.0,15213.0,18060.0,16783.0,15700.0,9.07514450867052
United Kingdom,5074.369392695648,4955.5974759223545,5235.071152581926,5688.562224584206,5938.297738739908,6045.166080363334,6105.706285508895,6556.335761431569,5995.100746382264,5242.9818567286175,4951.40477271065,5099.003470859801,4944.71607276902,4804.502413002342,4937.268134607986,5003.393485699084,4582.283766625268,4308.885979703673,4389.713567251907,4214.814558374681,3248.0941936800264,3460.1239838844294,3877.4011219171134,3933.1472678418468,0.11811253056582122
United States,4395.0,4513.0,4570.0,4672.0,4734.0,4795.0,5068.0,5219.0,5364.0,5740.0,5930.0,6104.0,6303.0,6613.0,6503.0,6578.0,6330.0,6347.0,6941.0,7049.0,6827.0,7151.0,7431.0,7222.9600651641595,0.026851152658602825
Uruguay,0.0,0.00603803,36.053,61.753293,69.896167,76.74038999999999,88.93462000000001,96.476,107.912,101.073,124.891,128.836,91.6,98.84847841869029,97.8307852126922,90.2670582344633,90.443153012764,109.38155484796695,113.95769942460427,112.2717080093769,111.1173913165429,125.7334151960748,124.6907212241637,121.94812123389633,0.15994454807446662
Uzbekistan,0.0,0.0,0.0,0.0,0.0,1029.420730561116,1420.5987372898164,1708.896237769157,3631.858649291289,2179.877472021822,3437.519158033081,4910.053573072126,6089.643561934526,6443.498684208699,6815.207509038282,4843.17972212111,5795.1,7130.151739460019,7609.61369187164,8546.153773204349,7083.725806445787,9276.845181108414,16735.657251497618,16100.0,17.811310735463316
Vanuatu,13.506730138378636,18.43038556368492,4.097122925120407,3.995373325512461,4.9300172067388415,5.097613246008678,4.989726638373411,5.543183072238539,8.906629698821023,11.492043722679417,11.799999999999999,21.765886492138478,22.036537530931284,23.71013091213713,51.42160745316538,50.14165799687272,60.47586189425075,107.40445067491605,142.89595721781092,189.0475297258509,143.6923417833654,153.0,170.0,176.6,15.145797598627786
Vietnam ,1585.0,1100.0,1767.0,2100.0,2919.0,3150.0,3800.0,6180.0,6804.0,6018.0,7569.0,8326.0,7912.0,9429.0,9794.0,8050.696859495781,8556.092341357908,9405.606824784787,10191.360839256888,10885.224766117693,10714.571746268144,12722.088864388394,13200.0,14000.0,3.233256351039261
West Bank and Gaza,863.8,805.742463195066,771.7751175783529,310.077968431949,398.558392986794,378.33723886226903,464.056317922282,598.543423200691,740.7243655141331,755.23590786924,927.139386648927,1141.7130358982909,1737.04955288773,1489.3358220289915,1804.5424445387416,1817.4121087060314,2086.5761755232247,2378.923436814878,2833.9127884559707,3152.8598143883382,2559.6608463205703,3760.462368105667,4049.078712676966,3800.0,19.88290018260874
"Yemen, Rep.",0.0,0.0,0.0,0.0,0.0,1282.599,1282.6,1321.52,1410.52,1160.0,1526.0,1403.92,3351.0,3342.5,3350.5,3350.5,3770.584,3770.584,3770.584,3770.584,3770.584,3770.584,3770.584,3770.584,17.916768828700402
Zambia,0.0,0.0,0.0,36.3,48.4,52.9,57.68,59.3,68.195,41.264,43.657312,46.276750719999995,72.864,53.9802620605766,58.3003024332848,47.0465381293303,38.46444100052454,93.644095262211,106.96562594434262,98.25912081082282,134.8648317181288,239.70936121013088,243.48602292390652,250.0,0.8464247020585048
Zimbabwe (using CB data for 2021 & 2022),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.7,1413.2486567314998,1919.4760021934521,2113.579667557376,1890.2714729789416,1903.9708515506723,2046.579806182732,1856.0349307834322,1729.8838174758162,1427.703019441,1417.0119528873001,1832.0393808915,2573.6268856875163,3085.043420982216,3115.8938551920382,9.609837944707742
